,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,184900,1,6500,3.64,1094541051777800,
1,000660,SK하이닉스,878000,1,48000,5.78,625752676470000,
2,005380,현대차,470000,1,4500,0.97,96236150020000,
3,373220,LG에너지솔루션,399500,2,-5000,-1.24,93483000000000,
4,012450,한화에어로스페이스,1459000,1,42000,2.96,75231002059000,
5,207940,삼성바이오로직스,1565000,2,-20000,-1.26,72445338315000,
6,402340,SK스퀘어,475000,1,5500,1.17,62741379625000,
7,034020,두산에너빌리티,96750,1,3150,3.37,61974290875500,
8,000270,기아,150100,2,-500,-0.33,58600990999800,
9,105560,KB금융,146300,2,-200,-0.14,54548021566500,
10,329180,HD현대중공업,479000,1,40000,9.11,50276426775000,
11,068270,셀트리온,196500,2,-200,-0.1,45400983286500,
12,032830,삼성생명,222000,1,5000,2.3,44400000000000,
13,055550,신한지주,92600,1,900,0.98,43952993828600,
14,028260,삼성물산,266000,1,2000,0.76,43136948946000,
15,042660,한화오션,127000,1,7700,6.45,38914501038000,
16,006400,삼성SDI,437500,2,-5500,-1.24,35256169375000,
17,012330,현대모비스,387000,2,-2500,-0.64,35113509621000,
18,006800,미래에셋증권,63200,1,1600,2.6,35095996985600,
19,009150,삼성전기,456500,1,39500,9.47,34097672224000,
20,267260,HD현대일렉트릭,888000,1,6000,0.68,32009855880000,
21,035420,NAVER,198500,1,2700,1.38,31135248643000,
22,010130,고려아연,1479000,1,11000,0.75,30871121151000,
23,086790,하나금융지주,111200,1,800,0.72,30949830516800,
24,005490,POSCO홀딩스,348500,1,7500,2.2,28205133772000,
25,009540,HD한국조선해양,380000,1,29500,8.42,26893784080000,
26,015760,한국전력,40300,2,-950,-2.3,25871152303100,
27,272210,한화시스템,136800,1,7600,5.88,25844172415200,
28,010140,삼성중공업,27950,1,1050,3.9,24596000000000,
29,042700,한미반도체,258500,1,2500,0.98,24638203700000,
30,298040,효성중공업,2582000,1,64000,2.54,24075982936000,
31,316140,우리금융지주,32350,1,150,0.47,23747368952000,
32,010120,LS ELECTRIC,771000,1,12000,1.58,23130000000000,
33,064350,현대로템,210500,1,9000,4.47,22974452676500,
34,034730,SK,312500,1,4500,1.46,22657094687500,
35,051910,LG화학,303000,1,1000,0.33,21389479929000,
36,000810,삼성화재,448000,1,4000,0.9,20612997440000,
37,035720,카카오,45400,3,0,0.0,20101595831200,
38,096770,SK이노베이션,115800,1,300,0.26,19576312850400,
39,267250,HD현대,243000,1,1000,0.41,19195319655000,
40,138040,메리츠금융지주,111400,2,-300,-0.27,18826741812200,
41,011200,HMM,20150,3,0,0.0,19006245095500,
42,079550,LIG넥스원,850000,1,66000,8.42,18700000000000,
43,003670,포스코퓨처엠,207500,2,-5500,-2.58,18456340650000,
44,047810,한국항공우주,184900,1,700,0.38,18023147284300,
45,033780,KT&G,157600,1,3000,1.94,18073039252000,
46,066570,LG전자,108200,2,-600,-0.55,17624307073400,
47,017670,SK텔레콤,80100,1,2300,2.96,17204683245300,
48,024110,기업은행,21500,2,-150,-0.69,17144656183500,
49,000720,현대건설,149700,1,900,0.6,16669958020500,
50,000150,두산,1042000,1,21000,2.06,16873976070000,
51,086280,현대글로비스,208000,2,-3500,-1.65,15600000000000,
52,030200,KT,59800,1,400,0.67,15070896763000,
53,047050,포스코인터내셔널,84000,1,4500,5.66,14777514192000,
54,003550,LG,86500,1,1700,2.0,13340167102500,
55,0126Z0,삼성에피스홀딩스,502000,1,8500,1.72,12491290598000,
56,278470,에이피알,328000,2,-11500,-3.39,12279714840000,
57,010950,S-Oil,106500,3,0,0.0,11990067348000,
58,071050,한국금융지주,212000,2,-1500,-0.7,11813910304000,
59,352820,하이브,269250,1,750,0.28,11596017535500,
60,018260,삼성에스디에스,152000,1,1400,0.93,11761425600000,
61,259960,크래프톤,246500,2,-1000,-0.4,11685601431500,
62,005830,DB손해보험,163700,1,1500,0.92,11358160800000,
63,323410,카카오뱅크,23550,2,-150,-0.63,11234384716350,
64,005940,NH투자증권,29950,1,200,0.67,10672513851550,
65,039490,키움증권,411000,1,7000,1.73,10773004590000,
66,307950,현대오토에버,380000,1,500,0.13,10421113160000,
